text input,category
I wasted too much time on this person.,thought
Am I not worth her time?,thought
That would mean I don't interest her.,thought
That our marriage is in trouble.,thought
Life would be a lot harder.,thought
It would be harmful to our daughter.,thought
I can't lose weight no matter what I do.,thought
I'm always going to be fat.,thought
I going to face ostracism and health problems from now on. ,thought
I'm going to die early and alone.,thought
no money coming in,thought
Might lose house and car.,thought
Become homeless,thought
Die in the gutter.,thought
Maybe it was something I did or didn't do.,thought
I'm not a good romantic partner.,thought
I should foist myself on others anymore.,thought
I'm going to be alone.,thought
I'm not going to be a happy person anymore.,thought
"I'm going to have an empty, meaningless life until I die.",thought
Dude might be having a bad day.,thought
"I doesn't mean anything to me, his problem.",thought
I'm going to have to endure some physical and financial pain.,thought
I'm going to have to rearrange my budget for a few months ,thought
I'm going to have forego doing some things I enjoy.,thought
I might have to go into debt if there's another emergency expenditure.,thought
My co-worker secretly doesn't like me.,thought
It could mean that my other co-workers don't like me.,thought
I might not be a desirable co-worker.,thought
"Other people won't want to work with me, which could affect my work performance.",thought
A negative effect on my work performance could cause me to lose my job.,thought
I would have to look for another job,thought
I'm not smart because I can't think of anything to write.,thought
I'm an idiot.,thought
I wouldn't be able to solve life's problems.,thought
I would become unable to make a life for myself.,thought
Other people would look at me and lose respect for me.,thought
